"Cell
Model Passports
Identifier",Name,"Cosmic
Identifier",Tissue,"Cancer
Type","Microsatellite (MS)
instability (I) Status
= (S)table, (L)ow instability, (H)igh Instability",Whole Exome Sequencing Profiles,Copy Number Alteration Profiles,Transcriptional Profiles,Methylation Profiles,Drug Response Profiles,Transduction Efficiencty,Cas9 Activity,N of Replicates,Experiment Identifier,sgRNA library,"Replicate
Passing
Low Lev QC","CellLine
Passing
LowLev
QC","Hart Ess/nonEss.
AUROC","Hart Ess/nonEss.
AUPRRC","Ribosomal
proteins
Glass's Δ","Hart Essential genes
Glass's Δ","Hart
Non Essential genes
Glass's Δ","Passing High Level Quality Control Assessment 
(Analysis Set)"
SIDM00399,SCC90,1299052,Head and Neck,Head and Neck Carcinoma,NA,N,N,Y,N,Y,"17.6, 17.4, 17.1","93.2, 93.2, 93.2",3,"SCC90_c907R1, SCC90_c907R2, SCC90_c907R3","V1.1, V1.1, V1.1","TRUE, FALSE, TRUE",TRUE,0.91384748,0.897466625,2.293218609,1.337621465,9.511719705,TRUE
SIDM00382,SF126,909712,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"39.6, 40.5, 41.1","93.3, 93.3, 93.3",3,"SF126_c907R1, SF126_c907R2, SF126_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.925820041,0.916903321,3.245226738,1.536275386,13.12142893,TRUE
SIDM01112,SJSA-1,909717,Bone,Osteosarcoma,MSI-L,Y,Y,Y,Y,Y,"20.6, 21.3, 19.9","97.3, 97.3, 97.3",3,"SJSA1_c908R1, SJSA1_c908R2, SJSA1_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.923887641,0.91551794,3.465602034,1.555230974,12.97295157,TRUE
SIDM00483,SK-GT-4,1503365,Esophagus,Esophageal Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"40.7, 30.8, 35.7","95.1, 95.1, 95.1",3,"SKGT4_c907R1, SKGT4_c907R2, SKGT4_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.922957366,0.910267585,3.316279967,1.533637291,9.189670473,TRUE
SIDM00082,SK-MEL-2,905955,Skin,Melanoma,MSI-H,Y,Y,Y,Y,Y,"33.3, 34.6, 34.7","95.9, 95.9, 95.9",3,"MEL2_C908R1, MEL2_C908R2, MEL2_C908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.923679653,0.913833761,3.234193858,1.683946083,7.737155499,TRUE
SIDM01103,SK-MES-1,909728,Lung,Squamous Cell Lung Carcinoma,MSI-S,Y,Y,Y,Y,Y,"44, 43.4, 44.9","91.9, 91.9, 91.9",3,"SKMES1_c906R1, SKMES1_c906R2, SKMES1_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.917364373,0.905586644,2.731476319,1.529719055,7.672564082,TRUE
SIDM01101,SK-N-AS,724828,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"59.7, 53.4, 49.2","74.7, 74.7, 74.7",3,"SKNAS_c906R1, SKNAS_c906R2, SKNAS_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.931250425,0.924490605,2.745640561,1.475193101,15.30812249,TRUE
SIDM01100,SK-N-DZ,688086,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"59.7, 53.4, 49.2","91.3, 91.3, 91.3",3,"SKNDZ_c906R1, SKNDZ_c906R2, SKNDZ_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.908579705,0.887684607,2.220351466,1.469790902,4.914989987,TRUE
SIDM01099,SK-N-FI,688087,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"42, 36, 25.3","89.7, 89.7, 89.7",3,"SKNFI_c906R1, SKNFI_c906R2, SKNFI_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.932316838,0.927751398,3.071629827,1.554076195,12.62219655,TRUE
SIDM01098,SK-N-SH,717431,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"31.3, 27.1, 27.1","82.3, 82.3, 82.3",3,"SKNSH_c906R1, SKNSH_c906R2, SKNSH_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.914868514,0.88568724,3.115647599,1.668163627,5.151501317,TRUE
SIDM00375,SKN-3,1299059,Head and Neck,Head and Neck Carcinoma,MSI-S,Y,Y,Y,Y,Y,"48.6, 46.4, 47.1","96.2, 96.2, 96.2",3,"SKN3_c908R1, SKN3_c908R2, SKN3_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.920771599,0.897318723,2.65955444,1.573059895,5.739533993,TRUE
SIDM00373,SNG-M,909735,Endometrium,Endometrial Carcinoma,MSI-H,Y,Y,Y,Y,Y,"31, 30.4, 33","95.5, 95.5, 95.5",3,"SNGM_c907R1, SNGM_c907R2, SNGM_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.932521045,0.918873743,3.069047201,1.602112483,9.181435727,TRUE
SIDM01146,SNU-1,908444,Stomach,Gastric Carcinoma,MSI-H,Y,Y,Y,Y,Y,"42.2, 43, 42.1","86.5, 86.5, 86.5",3,"SNU1_c908R1, SNU1_c908R2, SNU1_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.927309993,0.913213859,2.947956718,1.527313494,9.329755839,TRUE
SIDM01145,SNU-16,908446,Stomach,Gastric Carcinoma,MSI-S,Y,Y,Y,Y,Y,"32, 35.3, 31.7","91.3, 91.3, 91.3",3,"SNU16_c908R1, SNU16_c908R2, SNU16_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.927037718,0.916189441,2.713934662,1.469530931,10.27579874,TRUE
SIDM00194,SNU-61,1660035,Large Intestine,Colorectal Carcinoma,MSI-S,Y,Y,Y,Y,Y,"20.4, 20.6, 19.6","78.3, 78.3, 78.3",3,"SNU61_c903R1, SNU61_c903R2, SNU61_c903R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.929674288,0.753441368,2.498728489,1.421449778,9.0962295,TRUE
SIDM00193,SNU-81,1660036,Large Intestine,Colorectal Carcinoma,MSI-S,Y,Y,Y,Y,Y,"29.9, 28, 27.6","90.3, 90.3, 90.3",3,"SNU81_c903R1, SNU81_c903R2, SNU81_c903R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.911250142,0.738738586,2.665715811,1.494784864,7.304957705,TRUE
SIDM01197,SNU-C1,910905,Large Intestine,Colorectal Carcinoma,MSI-S,Y,Y,Y,Y,Y,"19, 19.1, 20.8","89.4, 89.4, 89.4",3,"SNUC1_c903R4, SNUC1_c903R5, SNUC1_c903R6","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.914336632,0.728215138,2.175633806,1.350856567,7.055227426,TRUE
SIDM00498,SNU-C5,1674021,Large Intestine,Colorectal Carcinoma,MSI-H,Y,Y,Y,Y,Y,"36.1, 92.6, 31.4","96.3, 96.3, 96.3",3,"SNUC5_C902R1_P1D14, SNUC5_C902R2_P1D14, SNUC5_C902R3_P1D14","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.930360596,0.757125093,3.157311119,1.559827536,10.12137685,TRUE
SIDM00389,SU-DHL-10,1331033,Haematopoietic and Lymphoid,B Cell Non Hodgkin`s Lymphoma,MSI-S,Y,Y,Y,Y,Y,"34.7, 36.2, 35.4","78.4, 78.4, 78.4",3,"SU10_c907R1, SU10_c907R2, SU10_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.925823823,0.915739086,3.020237678,1.726251962,7.239608032,TRUE
SIDM00406,SU-DHL-5,1331036,Haematopoietic and Lymphoid,B Cell Non Hodgkin`s Lymphoma,MSI-S,Y,Y,Y,Y,Y,"25.7, 26.9, 28.7","93.7, 93.7, 93.7",3,"SU5_c907R1, SU5_c907R2, SU5_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.93272147,0.9182333,3.841789932,1.785325184,7.51783277,TRUE
SIDM01188,SU8686,1240218,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"34.2, 33.8, 31.3","84.4, 84.4, 84.4",3,"SU8686_c904R1, SU8686_c904R2, SU8686_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.914966064,0.736439217,3.257255248,1.386388088,8.240861439,TRUE
SIDM00371,SUIT-2,1240219,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"NA, NA, NA","87.1, 87.1, 87.1",3,"SUIT2_c904R1, SUIT2_c904R2, SUIT2_c904R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.926864596,0.749770876,2.933120956,1.382446514,11.02595248,TRUE
SIDM01163,SW1573,724878,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"32.5, 31.8, 33.7","89.2, 89.2, 89.2",3,"SW1573_c906R1, SW1573_c906R2, SW1573_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.916638305,0.905377959,3.153553341,1.495844722,10.06333016,TRUE
SIDM00837,SW48,909751,Large Intestine,Colorectal Carcinoma,MSI-H,Y,Y,Y,Y,Y,"19.6, 22.4, 24.9","86, 86, 86",3,"SW48_C902R1_P1D14, SW48_C902R2_P1D14, SW48_C902R3_P1D14","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.921271755,0.748746599,3.181621582,1.522599801,10.22503535,TRUE
SIDM01168,SW626,909753,Large Intestine,Colorectal Carcinoma,MSI-S,Y,Y,Y,Y,Y,"38.3, 38.1, 37.4","86.4, 86.4, 86.4",3,"SW626_c905R1, SW626_c905R2, SW626_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.920053094,0.915683713,2.60581232,1.469385863,10.14721726,TRUE
SIDM00833,SW837,909755,Large Intestine,Colorectal Carcinoma,MSI-S,Y,Y,Y,Y,Y,"35.6, 37.7, 41.4","89.7, 89.7, 89.7",3,"SW837_c903R1, SW837_c903R2, SW837_c903R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.916478975,0.74423847,2.486248728,1.420147801,8.391323493,TRUE
SIDM00322,T-T,1299064,Esophagus,Esophageal Squamous Cell Carcinoma,MSI-S,Y,Y,Y,Y,Y,"25.1, 25, 25.6","94, 94, 94",3,"TT1_c908R1, TT1_c908R2, TT1_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, FALSE",TRUE,0.90583426,0.870933329,2.467998348,1.468419612,4.591852914,TRUE
SIDM00419,TC-71,1240221,Bone,Ewing`s Sarcoma,MSI-S,Y,Y,Y,Y,Y,"35.7, 35.6, 35.5","96.9, 96.9, 96.9",3,"TC71_c907R1, TC71_c907R2, TC71_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.93248701,0.923210002,3.100862426,1.604879123,11.50880538,TRUE
SIDM00349,TE-10,753622,Esophagus,Esophageal Squamous Cell Carcinoma,MSI-S,Y,Y,Y,Y,Y,"18.6, 18.6, 18.4","98.3, 98.3, 98.3",3,"TE10_c908R1, TE10_c908R2, TE10_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, FALSE",TRUE,0.910825978,0.882068136,2.364007097,1.488404741,5.276071115,TRUE
SIDM00250,TE-4,1503371,Esophagus,Esophageal Squamous Cell Carcinoma,MSI-S,Y,Y,Y,Y,Y,"20.9, 24.2, 23.2","92.8, 92.8, 92.8",3,"TE4_c907R1, TE4_c907R2, TE4_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.919122819,0.911662463,2.802085415,1.550797286,8.837010615,TRUE
SIDM00347,TE-5,735784,Esophagus,Esophageal Squamous Cell Carcinoma,MSI-S,Y,Y,Y,Y,Y,"25.5, 25.6, 25","95.7, 95.7, 95.7",3,"TE5_c908R1, TE5_c908R2, TE5_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.924609927,0.90361219,2.400447043,1.563699013,6.813441875,TRUE
SIDM00326,TE-8,753623,Esophagus,Esophageal Squamous Cell Carcinoma,MSI-S,Y,Y,Y,Y,Y,"30, 29.7, 29.3","97.9, 97.9, 97.9",3,"TE8_c908R1, TE8_c908R2, TE8_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.933137446,0.920758843,3.007186132,1.528248135,10.83274037,TRUE
SIDM00325,TE-9,946353,Esophagus,Esophageal Squamous Cell Carcinoma,MSI-S,Y,Y,Y,Y,Y,"21.3, 16.8, 17","97.3, 97.3, 97.3",3,"TE9_c907R1, TE9_c907R2, TE9_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.895052905,0.885918792,2.724071021,1.344943134,7.055320209,TRUE
SIDM00324,TGW,910780,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"40.3, 42.4, 43.9","92.7, 92.7, 92.7",3,"TGW_c906R1, TGW_c906R2, TGW_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.923853607,0.909227136,2.754714478,1.466746397,8.547197541,TRUE
SIDM00040,TMK-1,1299069,Stomach,Gastric Carcinoma,NA,Y,Y,Y,N,Y,"22.95, 24.15, 24.45","87.1, 87.1, 87.1",3,"TMK1_c908R1, TMK1_c908R2, TMK1_c908R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.929128945,0.913946407,2.720374631,1.595703611,8.028062754,TRUE
SIDM01170,TOV-112D,1299070,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"46.1, 46.4, 46.4","85.6, 85.6, 85.6",3,"TOV112_c905R1, TOV112_c905R2, TOV112_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.915734501,0.913233256,2.879115276,1.601413832,7.987181597,TRUE
SIDM01169,TOV-21G,1240222,Ovary,Ovarian Carcinoma,MSI-H,Y,Y,Y,Y,Y,"50, 48.8, 49.4","90.7, 90.7, 90.7",3,"TOV21G_c905R1, TOV21G_c905R2, TOV21G_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.932279022,0.915755015,3.590707471,1.684639504,7.951828448,TRUE
SIDM00321,TYK-nu,909774,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"30.4, 30.9, 28.9","89.2, 89.2, 89.2",3,"TYKnu_c905R1, TYKnu_c905R2, TYKnu_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.926258707,0.921793133,3.035594497,1.61625047,10.41016335,TRUE
SIDM00111,U251,905983,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"40.4, 37.7, 38.6","97.9, 97.9, 97.9",3,"U251_c907R1, U251_c907R2, U251_c907R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.925941052,0.909278443,3.348455736,1.512802014,10.18992252,TRUE
SIDM01186,UACC-893,909778,Breast,Breast Carcinoma,MSI-S,Y,Y,Y,Y,Y,"44.3, 43.5, 43.6","87.7, 87.7, 87.7",3,"U893_c903R1, U893_c903R2, U893_c903R3","V1.0, V1.0, V1.0","TRUE, TRUE, TRUE",TRUE,0.917290411,0.729384973,2.276011724,1.315935462,6.75798755,TRUE
SIDM00815,UWB1.289,1480374,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"53.5, 55.2, 54.7","77.8, 77.8, 77.8",3,"UWB12_c905R1, UWB12_c905R2, UWB12_c905R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.917175293,0.905335288,2.77619999,1.427169077,6.921821146,TRUE
SIDM00320,VMRC-LCD,713869,Lung,Lung Adenocarcinoma,NA,Y,Y,Y,Y,Y,"16.6, 17.4, 17.8","88.8, 88.8, 88.8",3,"LCD_c906R1, LCD_c906R2, LCD_c906R3","V1.1, V1.1, V1.1","TRUE, TRUE, TRUE",TRUE,0.928262958,0.91487217,2.905015331,1.549533482,10.19760908,TRUE
SIDM00998,8-MG-BA,687562,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"26.6, 27.6","95.9, 95.9",2,"8MGBA_c907R1, 8MGBA_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.923857388,0.917351102,2.805703087,1.5207206,11.47448728,TRUE
SIDM00799,A172,687563,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"50.6, 50.6","94.3, 94.3",2,"A172_c907R1, A172_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.915855512,0.904027235,2.972277153,1.512641562,8.637399075,TRUE
SIDM00210,A2780,906804,Ovary,Ovarian Carcinoma,MSI-L,Y,Y,Y,Y,Y,"15, 15.5","87.3, 87.3",2,"A2780_c905R1, A2780_c905R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.925324651,0.912767767,3.423307755,1.697691278,6.971124949,TRUE
SIDM00903,A549,905949,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"32.2, 31.7","93.7, 93.7",2,"A549_c906R2, A549_c906R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.923169136,0.905340142,2.773751204,1.563978841,7.754201334,TRUE
SIDM00850,AGS,906790,Stomach,Gastric Carcinoma,MSI-S,Y,Y,Y,Y,Y,"19.8, 19.6","94, 94",2,"AGS_c908R1, AGS_c908R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.933315182,0.921883801,2.807255908,1.666886578,8.781198652,TRUE
SIDM00492,AM-38,910933,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"21.2, 22.2","89.2, 89.2",2,"AM38_c907R1, AM38_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.905989306,0.884259457,2.447882201,1.416710678,6.402972104,TRUE
SIDM00490,Becker,906746,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"30.6, 30.2","93.1, 93.1",2,"Becker_c907R1, Becker_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.927075534,0.914037137,2.749734292,1.509121431,9.528275662,TRUE
SIDM00132,BxPC-3,906693,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"31.6, 31","75, 75",2,"BxPC3_c904R1, BxPC3_c904R2","V1.0, V1.0","TRUE, TRUE",TRUE,0.920134228,0.737347441,2.660967831,1.413980513,7.083049608,TRUE
SIDM00489,Ca9-22,753538,Head and Neck,Head and Neck Carcinoma,MSI-S,Y,Y,Y,Y,Y,"28.3, 28.2","97.3, 97.3",2,"Ca922_c907R1, Ca922_c907R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.934411847,0.923955355,2.657076528,1.560980335,11.31384656,TRUE
SIDM00933,CAL-51,910927,Breast,Breast Carcinoma,MSI-L,Y,Y,Y,Y,Y,"39.6, 32.7","86.6, 86.6",2,"CAL51_c903R1, CAL51_c903R2","V1.0, V1.0","TRUE, TRUE",TRUE,0.927634323,0.755864383,2.98241203,1.727706415,7.426091907,TRUE
SIDM00212,CAS-1,910943,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"38.5, 38.1","83.8, 83.8",2,"CAS1_c907R1, CAS1_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.922257769,0.905229146,2.877584719,1.382857773,9.121500139,TRUE
SIDM00910,CHP-212,906820,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"37, 35.4","85.6, 85.6",2,"CHP212_c906R2, CHP212_c906R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.910081002,0.893573177,2.942122588,1.487199981,7.514953697,TRUE
SIDM00142,COLO-684,910691,Endometrium,Endometrial Carcinoma,MSI-H,Y,Y,Y,Y,Y,"18.8, 19.4","91.3, 91.3",2,"CO684_C908R2, CO684_C908R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.931254207,0.909768157,2.862166272,1.603733058,7.059530849,TRUE
SIDM00208,D-502MG,946373,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"28.4, 27.8","90, 90",2,"D502MG_c907R1, D502MG_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.903448067,0.885959652,2.840944995,1.487213589,6.527221522,TRUE
SIDM00207,D-542MG,753549,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"36.6, 37.1","94.7, 94.7",2,"D542MG_c907R1, D542MG_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.90531618,0.900981946,3.073921505,1.361665057,9.08031758,TRUE
SIDM00867,DBTRG-05MG,906835,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"52.68, 50.88","92.9, 92.9",2,"DBTRG0_c907R1, DBTRG0_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.91387017,0.903038895,3.142252689,1.536737564,9.515414773,TRUE
SIDM00947,DK-MG,906839,Central Nervous System,Glioblastoma,MSI-L,Y,Y,Y,Y,Y,"31.5, 25","91, 91",2,"DKMG_c907R1, DKMG_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.909479727,0.901996384,3.299029614,1.330339472,7.12851149,TRUE
SIDM01043,ESS-1,907000,Endometrium,Other Endometrial Cancers,MSI-S,Y,Y,Y,Y,Y,"39, 46.3","98.4, 98.4",2,"ESS1_C908R2, ESS1_C908R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.921399345,0.913788707,3.046713053,1.50028084,11.92805074,TRUE
SIDM01055,GAMG,906868,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"30.61, 32.61","94.1, 94.1",2,"GAMG_c907R1, GAMG_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.923256113,0.916402537,3.062990087,1.456519941,13.82202626,TRUE
SIDM00581,GB-1,687568,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"31.3, 33.9","94.6, 94.6",2,"GB1_c907R1, GB1_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.915863076,0.898330688,2.64804313,1.51450942,7.029897327,TRUE
SIDM00273,GI-1,906871,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"37.35, 41.45","88.5, 88.5",2,"GI1_c907R1, GI1_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.925850294,0.917135142,2.694411909,1.53649812,10.07286549,TRUE
SIDM00884,HCC1395,749712,Breast,Breast Carcinoma,MSI-S,Y,Y,Y,Y,Y,"26.5, 25.2","81.4, 81.4",2,"HCC139_c903R1, HCC139_c903R2","V1.0, V1.0","TRUE, TRUE",TRUE,0.922143859,0.733831136,2.241255942,1.410481143,5.27603391,TRUE
SIDM00673,HCC70,907048,Breast,Breast Carcinoma,MSI-S,Y,Y,Y,Y,Y,"20, 20.5","91.8, 91.8",2,"HCC70_c903R1, HCC70_c903R3","V1.0, V1.0","TRUE, TRUE",TRUE,0.903260911,0.71720567,2.233835451,1.229871171,8.853165567,TRUE
SIDM00669,HPAF-II,724869,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"28.9, 24.3","82.9, 82.9",2,"HPAFII_c904R1, HPAFII_c904R2","V1.0, V1.0","TRUE, TRUE",TRUE,0.92022523,0.74277534,2.504327818,1.409264338,7.548246065,TRUE
SIDM00666,Hs-683,1240150,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"46.1, 42.7","96.4, 96.4",2,"Hs683_c907R1, Hs683_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.92442841,0.913211364,2.925764855,1.478240706,8.935332622,TRUE
SIDM00632,IM-9,753563,Haematopoietic and Lymphoid,Blood Non Cancerous,MSI-S,Y,Y,Y,Y,Y,"30.3, 33","85, 85",2,"IM9_c907R2, IM9_c907R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.923384688,0.906552417,3.654418569,1.6823023,5.903962404,TRUE
SIDM00690,JHU-029,1298156,Head and Neck,Head and Neck Carcinoma,NA,Y,Y,Y,N,Y,"29.4, 32.2","96.7, 96.7",2,"JHU029_c907R1, JHU029_c907R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.920211921,0.91445115,3.470119578,1.611251197,9.794969525,TRUE
SIDM00612,KINGS-1,907279,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"30.9, 29.1","95.6, 95.6",2,"KINGS1_c907R1, KINGS1_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.918684153,0.911187289,2.683353072,1.395385271,12.48415091,TRUE
SIDM00607,KNS-42,907282,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"29.5, 29.6","97.6, 97.6",2,"KNS42_c907R1, KNS42_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.900301772,0.882165887,2.725004289,1.24560787,8.199484115,TRUE
SIDM00684,LN-229,1240169,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"59.4, 58.5","97.7, 97.7",2,"LN229_c907R1, LN229_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.923505699,0.912853666,3.183686302,1.430912464,12.98296565,TRUE
SIDM01220,LNZTA3WT4,1240170,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"41.2, 41.1","97.2, 97.2",2,"LNZTA3_c907R1, LNZTA3_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.925339777,0.920304594,3.018892272,1.617546781,10.02834381,TRUE
SIDM00146,MDA-MB-231,905960,Breast,Breast Carcinoma,MSI-S,Y,Y,Y,Y,Y,"20.8, 23.5","95.7, 95.7",2,"MDAMB2_c903R2, MDAMB2_c903R3","V1.0, V1.0","TRUE, TRUE",TRUE,0.911682402,0.738841325,2.582726021,1.462745846,7.865931197,TRUE
SIDM00504,MOG-G-UVW,908145,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"31.9, 35.5","97, 97",2,"MOGGUV_c907R1, MOGGUV_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.92987014,0.911796614,3.107506748,1.530226652,8.865672665,TRUE
SIDM00259,NB10,949171,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"56.1, 60","93.5, 93.5",2,"NB10_c906R2, NB10_c906R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.914690778,0.884556365,2.950761408,1.633623065,5.285756664,TRUE
SIDM00254,NB5,949176,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"19.2, 18.8","81.3, 81.3",2,"NB5_c906R2, NB5_c906R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.923974618,0.915564366,3.180276123,1.664771125,7.763795293,TRUE
SIDM01124,NCI-H650,722066,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"27, 25.9","81.9, 81.9",2,"H650_c906R1, H650_c906R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.901001369,0.874728185,2.545054411,1.301735357,6.053269409,TRUE
SIDM00575,NMC-G1,908449,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"42.65, 41.45","89.1, 89.1",2,"NMCG1_c907R1, NMCG1_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.900974898,0.861630224,2.905726847,1.444172092,5.664700544,TRUE
